period,accountability_matrix,separationsCount,attritionRate,headcount,ageMeanYrs,tenureMeanYrs,recognitionEvents,supervisorsCount,lowPerffCount,highPerfCount,timeID
201502,Finance,5,0.008976660682226212,557,41.123877917414724,9.69509275882705,72,175,14,209,62
201502,Front End,22,0.0023196963306621678,9484,35.825934907915084,8.343736819907212,1792,1436,146,2087,62
201502,GCM,0,0,38,44.9561403508772,9.774122807017543,14,6,0,25,62
201502,Global Procurement,0,0,389,43.903384747215085,13.177377892030847,40,73,14,131,62
201502,GSC,0,0,192,40.18923611111111,10.317708333333334,19,43,21,50,62
201502,HR,2,0.005361930294906166,373,41.81009830205541,10.450402144772118,70,82,6,140,62
201502,IT,3,0.0028873917228103944,1039,41.83670195700994,11.706047481552774,125,147,29,354,62
201502,Legal,1,0.009523809523809525,105,47.855555555555554,12.808730158730159,4,13,0,54,62
201502,Lexar,0,0,105,48.33412698412698,8.46031746031746,13,24,0,72,62
201502,MBU,0,0,105,43.38333333333333,11.065079365079365,1,21,2,37,62
201502,NVEG,9,0.0038626609442060085,2330,40.40189556509299,7.921244635193133,160,427,43,1020,62
201502,Production Support,1,0.0022172949002217295,451,47.519401330376944,15.150960827790096,91,82,19,168,62
201502,Quality,0,0,454,41.04423641703377,13.123898678414095,36,97,10,182,62
201502,Sales,6,0.01056338028169014,568,42.699090375586856,9.80575117370892,35,121,15,184,62
201502,SBU,0,0,135,45.66543209876543,7.866049382716049,10,33,1,64,62
201502,Tech Dev,4,0.00196174595389897,2039,42.28686447605035,13.467631191760667,434,401,112,689,62
201502,Tech Pathfinding,0,0,51,43.86437908496732,15.787581699346404,0,12,0,24,62
201502,TPG Workforce Dev,0,0,15,44.01111111111111,12.700000000000001,0,2,0,6,62
201502,Unknown,0,0,1,53.25,25.25,0,0,0,1,62
201503,Back End,77,0.00902061855670103,8536,34.99892611683849,9.058389956263667,632,729,904,2309,63
201503,CCG,0,0,334,43.45434131736527,12.645209580838324,36,89,13,148,63
201503,Central BU,0,0,5,44.93333333333334,13.216666666666667,0,2,1,3,63
201503,Central Eng & Strategy,0,0,8,41.53125,12.739583333333334,0,1,0,4,63
201503,CNBU,1,0.007142857142857143,140,43.82380952380952,10.057142857142857,3,37,0,74,63
201503,Corporate,2,0.01,200,46.18666666666667,12.1,11,62,1,80,63
201503,DEG,2,0.0016038492381716118,1247,41.342421812349635,12.307270783213044,139,252,11,372,63
201503,EBU,0,0,186,43.649641577060926,9.758064516129032,20,39,0,63,63
201503,Finance,3,0.005434782608695652,552,41.22795893719807,9.787590579710145,60,173,17,187,63
201503,Front End,37,0.0039021303522463616,9482,35.96873901427266,8.494234690290375,1906,1456,170,2038,63
201503,GCM,0,0,40,44.72708333333333,9.4625,6,6,1,20,63
201503,Global Procurement,2,0.005115089514066497,391,44.02003410059677,13.259803921568627,68,71,17,128,63
201503,GSC,1,0.005376344086021506,186,40.49910394265233,10.381272401433693,36,42,21,48,63
201503,HR,5,0.013297872340425532,376,41.84485815602837,10.423537234042554,129,84,6,142,63
201503,IT,4,0.003787878787878788,1056,41.8560606060606,11.668402777777779,196,148,25,349,63
201503,Legal,0,0,107,47.73442367601246,12.72663551401869,7,14,0,54,63
201503,Lexar,0,0,106,48.5809748427673,8.57625786163522,11,24,0,65,63
201503,MBU,0,0,108,43.45061728395061,11.344907407407407,3,22,2,39,63
201503,NVEG,12,0.004991680532445923,2404,40.5890876317249,8.407792567942318,263,439,44,1015,63
201503,Production Support,1,0.0022026431718061676,454,47.54717327459618,15.217694566813508,165,82,16,179,63
201503,Quality,0,0,460,41.43007246376812,13.458695652173914,43,95,9,175,63
201503,Sales,5,0.008726003490401396,573,42.66448516579407,9.79522978475858,42,121,15,187,63
201503,SBU,0,0,138,45.68538647342995,7.9643719806763285,7,33,1,65,63
201503,Tech Dev,14,0.0068762278978389,2036,42.4261214800262,13.520997053045186,555,398,102,697,63
201503,Tech Pathfinding,0,0,51,44.03104575163399,15.95424836601307,2,12,0,24,63
201503,TPG Workforce Dev,0,0,15,44.17777777777778,12.866666666666667,11,2,0,6,63
201504,Back End,70,0.008186177055315168,8551,35.07042061357346,9.09056445639886,1011,739,798,2229,64
201504,CCG,0,0,334,43.536427145708586,12.740518962075848,37,86,19,126,64
201504,Central BU,0,0,6,45.02777777777778,12.958333333333334,0,2,0,5,64
201504,Central Eng & Strategy,0,0,8,41.614583333333336,12.822916666666666,1,1,0,4,64
201504,CNBU,0,0,142,44.009389671361504,9.976525821596244,8,38,7,50,64
201504,Corporate,1,0.005,200,46.18375,11.98625,33,62,2,67,64
201504,DEG,5,0.003993610223642172,1252,41.37686368477103,12.35110489882854,136,253,25,229,64
201504,EBU,1,0.005235602094240838,191,43.90052356020942,10.008726003490402,9,41,10,59,64
201504,Finance,3,0.0054249547920434,553,41.21699819168173,9.782097649186257,51,172,23,185,64
201504,Front End,42,0.004437869822485207,9464,36.03698224852071,8.578217455621301,3573,1461,143,1887,64
201504,GCM,0,0,42,44.15873015873016,9.259920634920634,27,6,2,13,64
201504,Global Procurement,1,0.002551020408163265,392,44.1422193877551,13.25233843537415,59,72,17,119,64
201504,GSC,1,0.00546448087431694,183,40.3752276867031,10.200364298724955,18,41,24,44,64
201504,HR,3,0.008064516129032258,372,41.812275985663085,10.383960573476703,97,87,9,124,64
201504,IT,5,0.004730368968779565,1057,41.8258435824661,11.704115421002838,205,150,37,246,64
201504,Legal,0,0,108,47.62191358024691,12.582561728395062,39,15,2,36,64
201504,Lexar,0,0,106,48.45204402515723,8.65251572327044,0,26,3,50,64
201504,MBU,1,0.009345794392523364,107,43.56931464174455,11.480529595015575,1,21,3,20,64
201504,NVEG,8,0.003304419661296985,2421,40.60608563954289,8.355259534627566,290,440,80,759,64
201504,Production Support,0,0,455,47.581318681318685,15.264102564102565,67,81,9,206,64
201504,Quality,2,0.00437636761487965,457,41.65043763676149,13.601568198395332,33,94,15,128,64
201504,Sales,4,0.006956521739130435,575,42.801884057971016,9.795797101449276,61,118,17,175,64
201504,SBU,0,0,140,45.65952380952381,7.97797619047619,24,32,3,41,64
201504,Tech Dev,7,0.0034330554193231977,2039,42.5248896517901,13.569887199607651,509,400,70,676,64
201504,Tech Pathfinding,0,0,51,44.11437908496732,16.037581699346404,2,12,3,18,64
201504,TPG Workforce Dev,0,0,16,44.671875,12.338541666666666,7,2,2,4,64
201505,Back End,130,0.014997692662667282,8668,35.014122827257346,9.015084217812644,583,738,783,2221,65
201505,CCG,0,0,334,43.55189620758483,12.810878243512974,13,86,19,126,65
201505,Central BU,0,0,6,45.111111111111114,13.041666666666666,0,2,0,5,65
201505,Central Eng & Strategy,0,0,8,41.697916666666664,12.90625,0,1,0,3,65
201505,CNBU,0,0,163,43.40541922290388,9.207566462167689,3,40,7,49,65
201505,Corporate,2,0.00980392156862745,204,46.33292483660131,12.11846405228758,12,66,2,70,65
201505,DEG,2,0.001597444089456869,1252,41.41021033013845,12.389510117145901,113,258,26,228,65
201505,EBU,0,0,194,43.45876288659793,9.880584192439862,6,42,10,58,65
201505,Finance,2,0.0035971223021582736,556,41.25419664268585,9.751798561151078,50,176,22,183,65
201505,Front End,73,0.007707739415056488,9471,36.109588920564526,8.636504416992222,1699,1467,139,1883,65
201505,GCM,1,0.022222222222222223,45,44.635185185185186,8.724074074074073,11,7,2,13,65
201505,Global Procurement,3,0.007518796992481203,399,43.991436925647456,13.107560568086884,68,72,18,119,65
201505,GSC,0,0,176,40.39299242424242,9.821969696969697,14,40,23,43,65
201505,HR,3,0.008241758241758242,364,41.948489010989015,10.548763736263735,62,86,11,123,65
201505,IT,6,0.005681818181818182,1056,41.83972537878788,11.725142045454545,143,149,37,241,65
201505,Legal,0,0,108,47.53395061728395,12.572530864197532,2,15,2,37,65
201505,Lexar,1,0.009433962264150943,106,48.535377358490564,8.73506289308176,4,26,3,51,65
201505,MBU,1,0.009174311926605505,109,43.50917431192661,11.2782874617737,2,25,3,18,65
201505,NVEG,18,0.007428807263722658,2423,40.65132755537213,8.35482872472142,206,448,79,751,65
201505,Production Support,1,0.0021929824561403508,456,47.640533625730995,15.31359649122807,75,81,9,206,65
201505,Quality,1,0.002173913043478261,460,41.773007246376814,13.692391304347828,26,101,15,128,65
201505,Sales,6,0.01054481546572935,569,42.733450497949626,9.61731107205624,29,120,18,167,65
201505,SBU,0,0,142,45.64319248826291,8.061032863849766,8,32,3,41,65
201505,Tech Dev,6,0.002944062806673209,2038,42.53622832842656,13.546287209682696,376,393,69,662,65
201505,Tech Pathfinding,1,0.02127659574468085,47,44.54432624113475,17,0,11,3,16,65
201505,TPG Workforce Dev,0,0,16,44.755208333333336,12.421875,10,2,2,4,65
201506,Back End,141,0.016351617766438595,8623,35.16948857706135,9.096785728091538,1072,739,764,2206,66
201506,CCG,0,0,334,43.63522954091817,12.894211576846308,34,92,19,126,66
201506,Central BU,0,0,7,45.0595238095238,14.214285714285715,0,3,0,5,66
201506,Central Eng & Strategy,0,0,8,41.78125,12.989583333333334,2,1,0,3,66
201506,CNBU,0,0,167,43.34580838323353,9.069860279441118,6,41,7,50,66
201506,Corporate,2,0.012987012987012988,154,46.61363636363637,14.294372294372295,13,55,1,53,66
201506,DEG,4,0.0031974420463629096,1251,41.49613642419398,12.469890754063416,55,259,25,228,66
201506,EBU,0,0,190,43.8701754385965,9.958771929824561,3,44,10,58,66
201506,Finance,7,0.012455516014234875,562,41.36743772241993,9.801304863582443,78,178,22,186,66
201506,Front End,68,0.007238662976367894,9394,36.19033425590803,8.725046128734654,1630,1487,134,1863,66
201506,GCM,0,0,42,44.57142857142858,9.206349206349207,14,6,1,13,66
201506,Global Procurement,4,0.010050251256281407,398,44.11369346733668,13.231155778894474,65,74,18,117,66
201506,GSC,1,0.005714285714285714,175,40.413333333333334,9.795238095238096,17,42,23,43,66
201506,HR,0,0,359,42.06313834726091,10.41991643454039,84,87,11,119,66
201506,IT,2,0.001892147587511826,1057,41.96941028066856,11.811415957111322,125,151,37,240,66
201506,Legal,1,0.009259259259259259,108,47.617283950617285,12.655092592592593,3,15,2,37,66
201506,Lexar,1,0.009615384615384616,104,48.38782051282052,8.841346153846153,3,26,3,51,66
201506,MBU,0,0,110,43.54924242424243,11.26590909090909,4,26,3,17,66
201506,NVEG,20,0.008048289738430584,2485,40.667471495640505,8.232897384305835,276,457,80,763,66
201506,Production Support,2,0.004291845493562232,466,47.59209585121602,15.105686695278969,136,84,9,207,66
201506,Quality,1,0.0021645021645021645,462,41.833694083694084,13.731601731601733,41,103,14,128,66
201506,Sales,6,0.010619469026548672,565,42.670796460176994,9.622271386430679,47,121,19,165,66
201506,SBU,3,0.019867549668874173,151,46.12582781456953,8.001655629139073,7,33,3,42,66
201506,Tech Dev,8,0.0038948393378773127,2054,42.547143784485556,13.526209023044466,363,392,68,662,66
201506,Tech Pathfinding,0,0,46,44.25,16.632246376811594,0,11,3,16,66
201506,TPG Workforce Dev,0,0,14,44.077380952380956,13.55952380952381,4,1,2,2,66
201507,Back End,144,0.016724738675958188,8610,35.325445218737904,9.227884243128146,1034,767,731,2211,67
201507,CCG,2,0.005952380952380952,336,43.61830357142858,12.939980158730158,59,92,19,126,67
201507,Central BU,0,0,15,45.76666666666667,9.016666666666667,4,6,0,9,67
201507,Central Eng & Strategy,0,0,8,41.864583333333336,13.072916666666666,2,1,0,3,67
201507,CNBU,1,0.005025125628140704,199,44.832914572864325,8.564489112227806,18,46,7,50,67
201507,Corporate,2,0.014814814814814815,135,46.61358024691358,14.780246913580248,15,47,0,45,67
201507,DEG,8,0.006344171292624901,1261,41.54374834787206,12.45671424795136,112,257,25,229,67
201507,EBU,2,0.010362694300518135,193,43.78497409326425,10.030224525043177,11,45,10,58,67
201507,Finance,7,0.01232394366197183,568,41.24046361502347,9.720803990610328,105,178,22,184,67
201507,Front End,60,0.006419858763107212,9346,36.23214922605036,8.76167165989015,1764,1481,131,1838,67
201507,GCM,1,0.024390243902439025,41,45.083333333333336,9.465447154471544,16,7,1,13,67
201507,Global Procurement,1,0.0023923444976076554,418,43.842703349282296,12.943381180223286,76,74,19,120,67
201507,GSC,1,0.005681818181818182,176,40.33570075757576,9.828125,44,43,22,44,67
201507,HR,5,0.013774104683195593,363,41.90886134067952,10.416207529843893,65,88,11,121,67
201507,IT,3,0.002843601895734597,1055,42.04289099526066,11.845813586097947,211,153,36,240,67
201507,Legal,1,0.009345794392523364,107,47.67834890965732,12.52336448598131,7,16,2,38,67
201507,Lexar,1,0.00980392156862745,102,48.384803921568626,8.912581699346406,3,24,2,50,67
201507,MBU,1,0.009259259259259259,108,43.57098765432099,11.403549382716049,5,26,3,17,67
201507,NVEG,20,0.008025682182985553,2492,40.71234617442483,8.245686195826645,335,467,76,757,67
201507,Production Support,3,0.00641025641025641,468,47.568910256410255,15.048789173789174,171,84,8,207,67
201507,Quality,1,0.002136752136752137,468,41.83440170940171,13.670584045584045,40,103,14,128,67
201507,Sales,6,0.010471204188481676,573,42.58027923211169,9.498109365910413,87,120,17,164,67
201507,SBU,1,0.006756756756756757,148,46.148648648648646,7.953265765765766,17,34,3,43,67
201507,Tech Dev,14,0.006806028196402528,2057,42.53285529087668,13.48270134500081,492,388,65,660,67
201507,Tech Pathfinding,0,0,46,44.333333333333336,16.715579710144926,0,12,3,16,67
201507,TPG Workforce Dev,0,0,15,44.105555555555554,12.733333333333334,6,1,2,3,67
201508,Back End,93,0.010879737950397754,8548,35.45045624707534,9.307606067696147,1223,782,697,2198,68
201508,CCG,1,0.0029940119760479044,334,43.634730538922156,13.0062375249501,28,91,18,125,68
201508,Central BU,0,0,16,46.526041666666664,9.151041666666666,0,6,0,10,68
201508,Central Eng & Strategy,0,0,7,42.595238095238095,14.333333333333334,1,1,0,2,68
201508,CNBU,0,0,202,44.761963696369634,8.643151815181518,16,46,7,52,68
201508,Corporate,0,0,133,46.813283208020046,14.761904761904761,18,50,0,44,68
201508,DEG,4,0.003189792663476874,1254,41.59901648059543,12.490430622009569,182,258,25,230,68
201508,EBU,1,0.005263157894736842,190,43.81666666666666,10.164473684210526,31,44,9,56,68
201508,Finance,1,0.0017543859649122807,570,41.252192982456144,9.75438596491228,69,177,20,182,68
201508,Front End,49,0.005244568125869635,9343,36.281404973420386,8.797557886474722,1696,1476,131,1836,68
201508,GCM,0,0,41,44.416666666666664,9.31910569105691,11,7,1,13,68
201508,Global Procurement,3,0.0070921985815602835,423,43.87174940898345,12.945626477541373,67,75,19,120,68
201508,GSC,0,0,176,40.33380681818182,9.660511363636363,24,44,23,42,68
201508,HR,2,0.005509641873278237,363,42.040633608815426,10.415059687786961,72,85,11,121,68
201508,IT,4,0.003777148253068933,1059,42.080815234497955,11.895341517154549,165,153,36,240,68
201508,Legal,0,0,106,47.255503144654085,12.440251572327044,29,16,2,38,68
201508,Lexar,1,0.01,100,48.370000000000005,8.973333333333334,8,24,0,50,68
201508,MBU,2,0.018518518518518517,108,43.80324074074074,11.28858024691358,0,25,3,18,68
201508,NVEG,18,0.007234726688102894,2488,40.73214764201501,8.26011521972133,257,471,73,751,68
201508,Production Support,1,0.002145922746781116,466,47.55114449213161,15.002324749642346,99,83,8,207,68
201508,Quality,0,0,475,41.88421052631579,13.53824561403509,45,105,14,128,68
201508,Sales,5,0.008787346221441126,569,42.741066198008205,9.430579964850615,37,120,17,162,68
201508,SBU,2,0.013333333333333334,150,46.403333333333336,7.863333333333333,25,36,3,43,68
201508,Tech Dev,8,0.00390625,2048,42.5653076171875,13.505452473958334,338,389,64,653,68
201508,Tech Pathfinding,0,0,49,44.14625850340136,16.31122448979592,3,14,3,16,68
201508,TPG Workforce Dev,0,0,16,44.661458333333336,12.65625,6,1,2,4,68
201509,Back End,81,0.009492558303058713,8533,35.582307902652445,9.386948708933943,1179,790,676,2181,69
201509,CCG,1,0.002976190476190476,336,43.72544642857142,13.111111111111112,30,92,17,126,69
201509,Central BU,0,0,15,46.19444444444445,7.983333333333333,0,6,0,9,69
201509,Central Eng & Strategy,0,0,10,40.958333333333336,12.091666666666667,2,1,0,4,69
201509,CNBU,2,0.00980392156862745,204,44.77369281045751,8.751633986928104,10,46,7,53,69
201509,Corporate,0,0,131,46.900763358778626,14.916030534351144,17,50,0,44,69
201509,DEG,4,0.00315955766192733,1266,41.61769352290679,12.485979462875198,103,262,27,231,69
201509,EBU,0,0,190,43.876315789473686,10.233333333333333,4,44,9,56,69
201509,Finance,6,0.010416666666666666,576,41.23828125,9.725405092592593,36,180,19,181,69
201509,Front End,52,0.0055225148683092605,9416,36.27729396771453,8.7718334041348065,1399,1481,131,1825,69
201509,GCM,0,0,44,44.85227272727273,8.765151515151516,4,7,1,13,69
201509,Global Procurement,3,0.007125890736342043,421,44.01979414093429,12.953879651623119,81,76,19,119,69
201509,GSC,2,0.011560693641618497,173,40.3757225433526,9.671965317919076,21,45,21,43,69
201509,HR,2,0.005494505494505495,364,41.94871794871795,10.352106227106228,106,88,11,120,69
201509,IT,2,0.0019011406844106464,1052,42.138149556400506,11.949382129277566,141,149,35,239,69
201509,Legal,0,0,106,47.33883647798742,12.523584905660378,6,16,2,38,69
201509,Lexar,0,0,100,48.48083333333333,8.986666666666666,1,24,0,50,69
201509,MBU,0,0,110,43.968939393939394,11.066666666666668,4,26,3,19,69
201509,NVEG,15,0.005988023952095809,2505,40.71383898868929,8.25292747837658,333,479,70,746,69
201509,Production Support,1,0.0020876826722338203,479,47.4615518441197,14.927627000695894,142,83,9,211,69
201509,Quality,5,0.01037344398340249,482,41.90542876901798,13.5231673582296,56,110,14,128,69
201509,Sales,1,0.001763668430335097,567,42.71531452087007,9.390799529688419,33,120,15,160,69
201509,SBU,1,0.007042253521126761,142,46.33450704225353,7.43075117370892,7,37,3,38,69
201509,Tech Dev,10,0.0048567265662943174,2059,42.52274566941881,13.437874372672818,449,390,64,643,69
201509,Tech Pathfinding,0,0,53,44.136792452830186,16.05817610062893,0,15,3,19,69
201509,TPG Workforce Dev,0,0,16,44.744791666666664,12.739583333333334,5,1,2,4,69
201510,Back End,112,0.013036899080433012,8591,35.532776549101776,9.333711636208436,1273,799,664,2168,70
201510,CCG,2,0.005934718100890208,337,43.83061325420376,13.177794263105836,25,93,17,126,70
201510,Central BU,0,0,15,46.27777777777778,8.066666666666666,1,6,0,9,70
201510,Central Eng & Strategy,0,0,10,41.041666666666664,12.174999999999999,0,1,0,4,70
201510,CNBU,1,0.004901960784313725,204,44.82107843137255,8.902369281045752,23,53,7,54,70
201510,Corporate,0,0,135,46.43950617283951,14.381481481481481,25,50,0,45,70
201510,DEG,4,0.0031201248049922,1282,41.47484399375975,12.401651066042641,312,268,25,228,70
201510,EBU,2,0.010471204188481676,191,43.99389179755672,10.43368237347295,7,44,9,55,70
201510,Finance,11,0.018867924528301886,583,41.26986849628359,9.69911377930246,99,181,18,182,70
201510,Front End,77,0.008070432868672046,9541,36.18429235230409,8.693690388848129,1834,1478,129,1813,70
201510,GCM,2,0.043478260869565216,46,44.791666666666664,8.487318840579709,4,6,1,13,70
201510,Global Procurement,3,0.0071090047393364926,422,43.98005529225909,12.719786729857821,75,75,18,117,70
201510,GSC,2,0.0111731843575419,179,40.3975791433892,9.748137802607078,37,49,21,46,70
201510,HR,4,0.010899182561307902,367,41.804722979109904,10.186875567665759,108,89,11,119,70
201510,IT,8,0.0073937153419593345,1082,42.00862600123229,11.903034504004928,172,150,35,244,70
201510,Legal,2,0.018691588785046728,107,47.45015576323988,12.736760124610592,3,17,2,38,70
201510,Lexar,0,0,101,48.61468646864686,8.98102310231023,3,25,0,50,70
201510,MBU,1,0.008771929824561403,114,44.16154970760234,11.22733918128655,17,31,3,20,70
201510,NVEG,19,0.007407407407407408,2565,40.52521117608837,8.148213125406107,382,486,69,747,70
201510,Production Support,4,0.008316008316008316,481,47.419611919611924,14.8998613998614,107,82,9,210,70
201510,Quality,6,0.012195121951219513,492,42.00575880758807,13.290819783197833,58,111,14,128,70
201510,Sales,3,0.005190311418685121,578,42.747981545559405,9.318194925028836,52,120,14,160,70
201510,SBU,4,0.02857142857142857,140,46.08154761904762,7.432738095238094,26,38,1,38,70
201510,Tech Dev,12,0.005780346820809248,2076,42.40285806037251,13.30623795761079,561,398,64,641,70
201510,Tech Pathfinding,0,0,53,44.22012578616352,16.141509433962266,0,15,3,19,70
201510,TPG Workforce Dev,0,0,16,44.828125,12.822916666666666,5,1,2,4,70
201511,Back End,68,0.00788863109048724,8620,35.60033836040217,9.365119876256767,894,804,647,2153,71
201511,CCG,0,0,334,43.79540918163673,13.274700598802395,33,93,17,126,71
201511,Central BU,1,0.0625,16,45.859375,7.640625,2,6,0,9,71
201511,Central Eng & Strategy,0,0,10,41.125,12.258333333333333,0,1,0,4,71
201511,CNBU,2,0.00975609756097561,205,44.88983739837398,8.932520325203251,10,53,7,54,71
201511,Corporate,1,0.007575757575757576,132,46.660984848484844,14.558712121212123,9,50,0,45,71
201511,DEG,6,0.004629629629629629,1296,41.38773148148148,12.339120370370372,136,270,26,227,71
201511,EBU,0,0,193,44.1027633851468,10.335492227979275,7,42,9,54,71
201511,Finance,4,0.0069084628670120895,579,41.16810592976396,9.629677605066206,56,181,17,179,71
201511,Front End,55,0.005719633943427621,9616,36.17294093178037,8.67491680532446,1718,1480,127,1797,71
201511,GCM,1,0.021739130434782608,46,44.32971014492753,8.06340579710145,6,6,1,14,71
201511,Global Procurement,1,0.0023584905660377358,424,44.074292452830186,12.636006289308176,60,76,18,117,71
201511,GSC,0,0,180,40.023611111111116,9.50925925925926,20,50,19,48,71
201511,HR,4,0.011142061281337047,359,41.893918291550605,10.005803156917363,74,93,11,116,71
201511,IT,3,0.002785515320334262,1077,41.968895078922934,11.832250077375425,152,152,34,241,71
201511,Legal,0,0,105,47.7079365079365,12.90079365079365,8,17,1,38,71
201511,Lexar,1,0.00980392156862745,102,48.622549019607845,8.976307189542483,1,25,0,50,71
201511,MBU,1,0.008849557522123894,113,44.176253687315636,11.196165191740413,3,32,3,20,71
201511,NVEG,21,0.008086253369272238,2597,40.33718393017585,8.083975099473752,199,484,69,741,71
201511,Production Support,3,0.006237006237006237,481,47.27927927927928,14.847366597366596,33,81,8,209,71
201511,Quality,1,0.00202020202020202,495,42.1452861952862,13.155723905723905,50,110,14,129,71
201511,Sales,4,0.00684931506849315,584,42.950913242009136,9.198487442922374,24,120,13,159,71
201511,SBU,2,0.014388489208633094,139,46.014388489208635,7.466426858513189,25,38,1,38,71
201511,Tech Dev,5,0.0023820867079561697,2099,42.35012704462442,13.23400031761156,404,400,64,642,71
201511,Tech Pathfinding,0,0,54,43.973765432098766,15.924382716049381,2,15,3,19,71
201511,TPG Workforce Dev,0,0,16,44.911458333333336,12.90625,1,1,2,4,71
201512,Back End,84,0.009725599166377214,8637,35.65478947165297,9.38601366215121,916,794,637,2140,72
201512,CCG,0,0,334,43.91941117764471,13.34755489021956,22,93,17,126,72
201512,Central BU,0,0,16,45.421875,7.677083333333333,2,6,0,9,72
201512,Central Eng & Strategy,0,0,10,41.208333333333336,14.483333333333334,2,1,0,4,72
201512,CNBU,1,0.0048543689320388345,206,44.881472491909385,8.995145631067961,5,51,7,55,72
201512,Corporate,0,0,132,46.67866161616161,14.421717171717171,9,49,0,47,72
201512,DEG,4,0.003079291762894534,1299,41.4160251475494,12.341159866564025,149,268,26,226,72
201512,EBU,1,0.005128205128205128,195,44.20683760683761,10.31196581196581,8,42,9,54,72
201512,Finance,2,0.0034423407917383822,581,41.23938611589214,9.59724612736661,46,181,17,178,72
201512,Front End,59,0.006083101350654706,9699,36.1769684159879,8.659638450699385,1684,1493,127,1784,72
201512,GCM,0,0,46,44.5108695652174,7.8025362318840585,7,6,1,13,72
201512,Global Procurement,0,0,425,44.19372549019608,12.76764705882353,59,77,18,117,72
201512,GSC,1,0.005494505494505495,182,39.791208791208796,9.438644688644688,14,49,19,48,72
201512,HR,3,0.00819672131147541,366,41.96448087431694,10.135018214936247,72,94,11,117,72
201512,IT,2,0.0018744142455482662,1067,41.96134020618557,11.842705404561075,176,150,30,242,72
201512,Legal,1,0.009523809523809525,105,47.63571428571428,12.915873015873016,0,16,1,38,72
201512,Lexar,0,0,103,48.770226537216836,8.915857605177994,1,25,0,50,72
201512,MBU,0,0,115,44.24710144927536,11.152173913043478,6,32,2,21,72
201512,NVEG,18,0.006867607783288821,2621,40.29629276357624,8.092267582347704,392,489,68,736,72
201512,Production Support,2,0.00423728813559322,472,47.3135593220339,14.969809322033898,79,81,7,207,72
201512,Quality,0,0,500,42.1305,13.212833333333334,79,118,16,130,72
201512,Sales,4,0.0067226890756302525,595,43.03963585434173,9.03781512605042,10,122,13,158,72
201512,SBU,0,0,140,46.163690476190474,7.33452380952381,8,35,1,37,72
201512,Tech Dev,19,0.00892018779342723,2130,42.28943661971831,13.135915492957748,482,401,64,644,72
201512,Tech Pathfinding,0,0,54,43.90895061728395,15.787037037037038,4,17,3,18,72
201512,TPG Workforce Dev,0,0,17,45.259803921568626,12.230392156862743,3,1,2,5,72
201601,Back End,77,0.008903792784458834,8648,35.733319842738204,9.428856382978724,1104,807,624,2131,73
201601,CCG,0,0,338,43.99728796844181,13.486686390532546,32,92,17,126,73
201601,Central BU,0,0,16,45.505208333333336,7.760416666666667,0,6,0,9,73
201601,Central Eng & Strategy,0,0,10,41.291666666666664,14.566666666666668,1,1,0,4,73
201601,CNBU,2,0.00966183574879227,207,44.88848631239935,9.159420289855072,17,52,7,55,73
201601,Corporate,0,0,109,47.206422018348626,15.132262996941897,12,41,0,44,73
201601,DEG,3,0.002257336343115124,1329,41.49880862804113,12.394218710810131,343,274,26,235,73
201601,EBU,0,0,197,44.52115059221658,10.527072758037225,21,44,9,56,73
201601,Finance,8,0.013490725126475547,593,41.281899943788645,9.614811691961776,86,185,17,180,73
201601,Front End,54,0.005577360049576534,9682,36.15619190249948,8.618295118088549,1784,1481,124,1735,73
201601,GCM,0,0,46,44.594202898550726,7.885869565217392,7,5,1,13,73
201601,Global Procurement,3,0.0069124423963133645,434,44.286866359447004,12.765937019969279,81,79,17,121,73
201601,GSC,2,0.010471204188481676,191,39.78534031413613,9.572425828970331,48,52,19,49,73
201601,HR,5,0.013513513513513514,370,41.84617117117117,10.176801801801803,131,95,11,120,73
201601,IT,12,0.011194029850746268,1072,41.922574626865675,11.842661691542288,255,151,30,245,73
201601,Legal,1,0.009259259259259259,108,47.929783950617285,12.864969135802468,2,16,1,39,73
201601,Lexar,0,0,104,48.743589743589745,8.87099358974359,4,24,0,49,73
201601,MBU,2,0.01639344262295082,122,44.071038251366126,11.26707650273224,4,34,2,21,73
201601,NVEG,18,0.0066494274104174364,2707,40.22309444649674,7.995197635759143,375,503,68,749,73
201601,Production Support,2,0.004106776180698152,487,47.21680355920603,14.798596851471595,161,83,8,206,73
201601,Quality,2,0.0039603960396039604,505,42.17227722772277,13.262046204620463,108,114,16,131,73
201601,Sales,5,0.00825082508250825,606,43.14837733773377,9.108910891089108,49,124,13,160,73
201601,SBU,1,0.006944444444444444,144,46.39293981481482,7.356481481481481,32,36,1,37,73
201601,Tech Dev,13,0.006077606358111267,2139,42.21439146018388,12.97514414835593,631,398,64,638,73
201601,Tech Pathfinding,1,0.01818181818181818,55,43.88333333333333,15.58181818181818,6,17,3,18,73
201601,TPG Workforce Dev,0,0,17,45.34313725490196,12.313725490196077,2,1,2,5,73
201602,Back End,41,0.0047558287901635545,8621,35.81503499207362,9.49473185631984,2029,813,619,2120,74
201602,CCG,1,0.0029411764705882353,340,43.990196078431374,13.490441176470588,43,92,17,126,74
201602,Central BU,1,0.058823529411764705,17,45.38725490196078,7.382352941176471,0,6,0,9,74
201602,Central Eng & Strategy,0,0,10,41.375,14.65,3,1,0,4,74
201602,CNBU,3,0.014563106796116505,206,45.094255663430424,9.278721682847896,16,52,7,55,74
